title,text,subject
Trump defends tax plan as 'great Christmas gifts' to middle class,"WASHINGTON (Reuters) - U.S. President Donald Trump on Saturday defended a Republican tax-cut plan against Democratic charges that it favors the rich, saying it will be â€œone of the great Christmas giftsâ€ for the middle class with just days to go before Congress votes. With a vote on the biggest tax rewrite in three decades set for Tuesday, Republicans were working to ensure party members were holding the line in favor of the legislation against entrenched Democratic opposition. The plan was finalized on Friday after Republican Senators Marco Rubio and Bob Corker pledged their support. Three Republican senators, enough to defeat the measure in a Senate that Trumpâ€™s party controls with a slim 52-48 majority, remained uncommitted: Susan Collins, Jeff Flake and Mike Lee. Passage in Congress would provide Republicans and Trump with their first major victory since he took office in January. â€œItâ€™s going to be one of the great Christmas gifts to middle-income people,â€ Trump told reporters at the White House before he boarded a helicopter for meetings at Camp David. â€œThe Democrats have their sound bite, the standard sound bite before they even know what the bill is all about,â€ he added. The proposed package would slash the U.S. corporate tax rate to 21 percent and cut taxes for wealthy Americans. Under an agreement between the House of Representatives and the Senate, the corporate tax would be 1 percentage point higher than the 20 percent rate earlier proposed, but still far below the current headline rate of 35 percent, a deep tax reduction that corporations have sought for years. Democrats have slammed the plan as a giveaway to corporations and the rich that would drive up the federal deficit. For months, Trump has touted the bill as a middle-class tax cut. Studies from independent analysts and non-partisan congressional researchers have projected that corporations and the rich would benefit disproportionately. Trump repeated on Saturday that the tax overhaul would help bring in $4 trillion in foreign profits from U.S. companies. The tax plan proposes new rules for repatriating cash held overseas. â€œThis is going to bring money in. As an example, we think $4 trillion is going to be flowing back into the country,â€ he said. â€œThatâ€™s money thatâ€™s overseas thatâ€™sÂ stuck there for years and years.â€ ",politicsNews
House to vote on tax bill Tuesday afternoon: aides,"WASHINGTON (Reuters) - The Republican-controlled U.S. House of Representatives is expected to vote on sweeping tax legislation early Tuesday afternoon, aides said, bringing President Donald Trumpâ€™s goal of overhauling the U.S. tax system one step closer to fruition. The vote, on a final bill agreed by House and Senate Republicans last week, could come around 1:30 p.m. EST (1830 GMT), the aides said.  Both the House and Senate must approve the measure before Trump can sign it into law. The Senate is expected to vote on the bill as early as Tuesday but must complete 10 hours of debate before acting. It was not clear when debate would begin.     ",politicsNews
White House optimistic Congress will avoid government shutdown,"WASHINGTON (Reuters) - White House legislative director Marc Short said he expects Congress to pass a short-term spending bill to fund the federal government at least into January, he told CNBC in an interview on Monday, days before current funding expires on Friday.  â€œI donâ€™t think anybody wants to see government shut down,â€ Short told CNBC. â€œWeâ€™re very optimistic that weâ€™re going to find a resolution this week.â€ ",politicsNews
U.S. taxpayers rush to claim deductions under threat from tax bill,"NEW YORK (Reuters) - Financial advisers and accountants are working overtime as many U.S. taxpayers scramble to pay the rest of their 2017 taxes before Jan. 1 when the proposed Republican tax overhaul would sharply cut the amount they can deduct on federal tax bills.  The tax legislation, which top U.S. Republicans said on Sunday they expected Congress to pass this week, caps the amount of state, local and property taxes individuals can deduct from their federal tax bills at $10,000. The average American who itemized his or her tax bill in 2015 claimed more than $27,000 in deductions. While taxpayers have until Jan. 15 to pay the final installment of their 2017 taxes, Tom Holly of the accounting firm PwC said he received dozens of calls over the weekend from concerned clients eager to pay sooner.  â€œItâ€™s going to be a very busy holiday season for advisers,â€ said Holly, who heads the firmâ€™s wealth and asset management division.  Lisa Featherngill, managing director of wealth planning at Wells Fargoâ€™s Abbot Downing, said she was skipping a family trip to the Valero Alamo Bowl football game in Texas on Dec. 28 in order to work. Featherngill said wealthy clients and their accountants were not just trying to figure out if it makes sense to estimate and  pay the rest of their 2017 itemized taxes this year, but also working to see if they should itemize at all.  Some taxpayers, particularly those in high-tax states who have income above $100,000, may end up paying the alternative minimum tax, which limits the deductions a person can take against his or her federal income tax. â€œPeople really have to run the numbers because ... if they are subject to alternative minimum tax, some of those taxes wouldnâ€™t be deductible anyway,â€ said Featherngill. Last week, according to media reports, state officials in New York received calls from residents asking to pay their 2018 state, local and property taxes before Jan. 1 in an effort to claim the higher amount of deductions before the Republican tax bill takes effect.  In response, the U.S. Treasury Department issued guidance over the weekend saying that any pre-payments for 2018 tax liabilities would not be deductible on federal tax bills. If passed, the tax bill would be the biggest U.S. tax rewrite since 1986. The legislation would cut the corporate income tax rate to 21 percent from 35 percent but offer a mixed bag for individuals, including middle-class workers, by roughly doubling a standard deduction that does not require itemization, but eliminating or scaling back other popular itemized deductions and exemptions. ",politicsNews
Republicans confident tax bill to become law this week,"WASHINGTON (Reuters) - Top U.S. Republicans said on Sunday they expected Congress to pass a tax code overhaul this week, with a Senate vote as early as Tuesday and President Donald Trump aiming to sign the bill by weekâ€™s end. John Cornyn, the No. 2 U.S. Senate Republican, said in an interview on ABCâ€™s â€œThis Weekâ€ that he was â€œconfidentâ€ the Senate would pass the legislation, â€œprobably on Tuesday.â€ Republican Representative Kevin Brady said he believed his party had the votes to pass the bill. â€œI think we are headed - the American people are headed -  for a big win on Tuesday,â€ Brady, the House of Representativesâ€™  top tax writer, said on Fox Newsâ€™ â€œSunday Morning Futures with Maria Bartiromo.â€ â€œWeâ€™ve worked hard to make sure that those strange Senate rules donâ€™t hang this up in any way,â€ Brady added. â€œI am confident thatâ€™s the case.â€  If passed, the bill would be the biggest U.S. tax rewrite since 1986 and provide Republican lawmakers and Trump with their first major legislative victory since they took control of the White House in January in addition to Congress. Republicans have a slim 52-48 Senate majority and cannot lose more than two votes and still pass tax legislation. Democrats are unified against the measure, calling it a giveaway to corporations and the rich that would drive up the federal deficit.  Last week, on-the-fence Republican Senators Marco Rubio and Bob Corker said they would support the tax overhaul. Senators Susan Collins and Mike Lee put out positive statements but did not explicitly say they would vote for it. Collinsâ€™ office said on Sunday that â€œsheâ€™s still reviewing the bill.â€ Republican Senator Jeff Flake cast a vote for an earlier Senate version despite deficit concerns, but he is undecided on the final legislation, his office said on Sunday.  Senators Thad Cochran and John McCain have been ill in recent weeks and have missed votes. Cochranâ€™s office said last week he was expected to vote on the tax bill. McCain, who is battling an aggressive brain tumor, has returned to his home state of Arizona and does not expect to be back in Washington until January, his office said on Sunday. The tax bill is expected to add at least $1 trillion to the $20 trillion U.S. national debt over 10 years, even after accounting for the economic growth it might spur, according to independent government analyses.  The bill would cut the corporate income tax rate to 21 percent from 35 percent and create a 20 percent income tax deduction for owners of â€œpass-throughâ€ businesses, such as partnerships and sole proprietorships. It would offer a mixed bag for individuals, including middle-class workers, by roughly doubling a standard deduction that does not require itemization, but eliminating or scaling back other popular itemized deductions and exemptions. The bill would maintain seven individual and family income tax brackets but cut rates. Highest-earning Americans would pay 37 percent, down from 39.6 percent.  Most individual provisions, including the lower tax rates, are temporary and would expire, while the corporate rate cut and other business provisions would be permanent. Stock markets have been rallying for months in anticipation of sharply lower tax rates for corporations, with Wall Streetâ€™s three major equities indexes closing at record highs on Friday. Treasury Secretary Steven Mnuchin told CBS Newsâ€™ â€œFace the Nationâ€ on Sunday that Trump expected to realize his goal of signing the tax bill before Christmas. â€œThis is a historic event,â€ Mnuchin said. â€œPeople said we wouldnâ€™t get this done; weâ€™re on the verge of getting this done.â€  ",politicsNews
Republican Senator John McCain leaves Washington before expected tax vote,"WASHINGTON (Reuters) - Republican U.S. Senator John McCain is expected to miss an upcoming vote on a tax code overhaul, after his office said he had returned to his home in Arizona following medical treatment. The Senate is expected to vote as early as Tuesday on tax legislation. But McCain, undergoing treatment for brain cancer, will be out of Washington until January, his office said on Sunday. Top U.S. Republicans said on Sunday they expected Congress to pass the tax bill. ",politicsNews
Trump says not considering firing U.S. special counsel Mueller,"WASHINGTON (Reuters) - President Donald Trump, when asked on Sunday if he was considering firing U.S. special counsel Robert Mueller, told reporters, â€œNo. Iâ€™m not.â€ Democratic lawmakers in recent days have expressed concern that Trump might fire Mueller, who is investigating allegations of Russian interference in the 2016 U.S. presidential election and whether Trump or anyone on his team colluded with Moscow. Russia denies meddling in the election and Trump has denied any collusion. ",politicsNews
Trump allies say Mueller unlawfully obtained thousands of emails,"WASHINGTON (Reuters) - An organization established for U.S. President Donald Trumpâ€™s transition to the White House said on Saturday the special counsel investigating allegations of Russian meddling in the 2016 election had obtained tens of thousands of emails unlawfully. Kory Langhofer, counsel to the transition team known as Trump for America, Inc. (TFA), wrote a letter to congressional committees to say Special Counsel Robert Muellerâ€™s team had improperly received the emails from the General Services Administration (GSA), a government agency. Career staff members at the agency â€œunlawfully produced TFAâ€™s private materials, including privileged communications, to the Special Counselâ€™s Office,â€ according to the letter, a copy  of which was seen by Reuters. It said the materials included â€œtens of thousands of emails.â€ Trumpâ€™s transition team used facilities of the GSA, which helps manage the U.S. government bureaucracy, in the period between the Republicanâ€™s November presidential election victory and his inauguration in January.     The Trump teamâ€™s accusation adds to the growing friction between the presidentâ€™s supporters and Muellerâ€™s office as it investigates whether Russia interfered in the election and if Trump or anyone on his team colluded with Moscow. Asked for comment, White House spokeswoman Sarah Sanders said: â€œWe continue to cooperate fully with the special counsel and expect this process to wrap up soon.â€ The special counselâ€™s office waved off the transition teamâ€™s complaint. â€œWhen we have obtained emails in the course of our ongoing criminal investigation, we have secured either the account ownerâ€™s consent or appropriate criminal process,â€ said Peter Carr, spokesman for the special counselâ€™s office. The GSA did not respond immediately to a request for comment. Democrats say there is a wide-ranging effort by the presidentâ€™s allies on Capitol Hill and in some media outlets to discredit Muellerâ€™s investigation. Trump himself has loudly declared Muellerâ€™s effort a waste of time. â€œThere is absolutely no collusion. That has been proven,â€ Trump told reporters on Friday. Russia denies interfering in the election.  On Friday, Representative Adam Schiff, the top Democrat on the House of Representatives Intelligence Committee, said he fears the committeeâ€™s Republican majority intends to close its investigation of the topic prematurely. Some Republicans have argued that Mueller is biased against Trump and should be fired. Langhoferâ€™s letter was sent to the U.S. Senate Committee on Homeland Security and Government Affairs, and the U.S. House Committee on Oversight and Government Reform. It asked for Congress to act immediately â€œto protect future presidential transitions from having their private records misappropriated by government agencies, particularly in the context of sensitive investigations intersecting with political motives.â€ The letter said Muellerâ€™s office obtained the emails despite the fact that it was aware the GSA did not own or control the records. It said the special counselâ€™s office has â€œextensively used the materials in question, including portions that are susceptible to claims of privilegeâ€ without notifying the Trump for America team. On the transition team were a number of aides who were later caught up in Muellerâ€™s investigation, such as former national security adviser Michael Flynn. Flynn pleaded guilty this month to lying to the FBI about his contacts with Russia. Langhofer, the Trump transition team lawyer, wrote in his letter that the GSAâ€™s transfer of materials was discovered on Dec. 12 and 13. The FBI had requested the materials from GSA staff on Aug. 23, asking for copies of the emails, laptops, cell phones and other materials associated with nine members of the Trump transition team responsible for national security and policy matters, the letter said. The FBI requested the materials of four additional senior members of the Trump transition team on Aug. 30, it said. Langhofer argued that, while such transition teams are involved in executive functions, they are considered private, non-profit organizations whose records are private and not subject to presidential records laws. ",politicsNews
Senator-elect Jones not joining calls for Trump resignation,"WASHINGTON (Reuters) - Democrat Doug Jones, who scored an upset victory last week in the U.S. Senate race in Alabama, said on Sunday he did not believe President Donald Trump needed to resign over sexual misconduct allegations against him. â€œI donâ€™t think that the president ought to resign at this point,â€ Jones told CNNâ€™s State of the Union program. â€œThose allegations were made before the election, and so people had an opportunity to judge before that election. I think we need to move on and not get distracted by those issues.â€ More than a dozen women have accused Trump of making unwanted sexual advances against them before he entered politics.  Accusations of sexual harassment against high-profile men in politics, media and the entertainment industry have put a new spotlight on the allegations against Trump, and several Democratic senators have called on him to resign. Trump and White House officials have denied the allegations. The accusations emerged during the 2016 presidential campaign, when a videotape surfaced of a 2005 conversation caught on an open microphone in which Trump spoke in vulgar terms about trying to have sex with women. Trump apologized for the remarks but called them private â€œlocker-room talkâ€ and said he had not done the things he talked about. Jones prevailed in the Senate race against Republican Roy Moore, who himself had been accused of sexual misconduct. Jonesâ€™ victory in the deeply conservative state of Alabama was a political blow to Trump, who had endorsed Moore. ",politicsNews
Trump administration bans selected words at health agencies: paper,"WASHINGTON (Reuters) - The Trump administration has told agencies within the Department of Health and Human Services to avoid using certain words or phrases in official documents being drafted for next yearâ€™s budget, the Washington Post reported on Saturday. The newspaper said one of the agencies, the U.S. Centers for Disease Control and Prevention, was given a list of seven prohibited words or phrases: â€œvulnerable,â€ â€œentitlement,â€ â€œdiversity,â€ â€œtransgender,â€ â€œfetus,â€ â€œevidence-basedâ€ and â€œscience-based.â€ Officials at a second agency were also told to use â€œObamacareâ€ instead of the Affordable Care Act to describe President Barack Obamaâ€™s 2010 healthcare law and to use â€œexchangesâ€ instead of â€œmarketplacesâ€ in reference to venues where people can buy federally subsidized health insurance, the Post reported. The HHS pushed back on the report.  â€œThe assertion that HHS has â€˜banned wordsâ€™ is a complete mischaracterization of discussions regarding the budget formulation process,â€ spokesman Matt Lloyd said in a statement.  â€œHHS will continue to use the best scientific evidence available to improve the health of all Americans. HHS also strongly encourages the use of outcome and evidence data in program evaluations and budget decisions,â€ he said. The newspaper said State Department documents also now refer to sex education as â€œsexual risk avoidance.â€ A briefing at the second HHS agency relied on a document from the White House Office of Management and Budget, which oversees President Donald Trumpâ€™s annual budget proposal to Congress, according to the Post.   The Post said no explanations were given for the language changes.     ",politicsNews
Congressman will not seek relection amid misconduct probe,"WASHINGTON (Reuters) - U.S. Representative Ruben Kihuen announced on Saturday that he will not seek re-election, becoming the latest member of Congress to end his legislative career in the face of sexual harassment allegations.   The first-term Nevada Democrat, who is the subject of an ethics investigation in the House of Representatives, denied the allegations against him but concluded that the charges would distract from â€œa fair and thorough discussion of the issuesâ€ on the campaign trail. â€œIt is in the best interests of my family and my constituents to complete my term in Congress and not seek reelection,â€ Kihuen, 37, said in a statement issued by his campaign committee. The news website BuzzFeed has reported allegations that Kihuen sexually harassed a staff member of his 2016 political campaign. This week, there were also multiple reports of an anonymous lobbyistâ€™s description of his unwanted advances. Reuters has not independently confirmed the reports.  Kihuen is the latest in a growing roster of male lawmakers in Congress who have been accused of sexual misconduct amid a wave of such allegations against powerful men in entertainment, politics and the media. Lawmakers are working on legislation to update the bodyâ€™s rules on sexual harassment. On Friday, Democratic Representative Bobby Scott of Virginia was accused of touching a former aide without permission and offering to advance her career in exchange for sex. The aide also said she was wrongfully dismissed from her job. Scott denied the charges. Republican Representative Blake Farenthold also said this week that he would not seek re-election after accounts surfaced that he created a hostile work environment. He denied allegations of sexual harassment but admitted allowing an unprofessional culture in his Capitol Hill office.  Last week, Democratic Representative John Conyers and Republican Representative Trent Franks resigned, while Democratic Senator Al Franken said he would step down in the coming weeks.          ",politicsNews
Trump to say in security speech that China is competitor: officials,"WASHINGTON (Reuters) - President Donald Trump will lay out a new U.S. national security strategy on Monday based on his â€œAmerica Firstâ€ policy and will, among other items, make clear that China is a competitor, two senior U.S. officials said on Saturday. Trump has praised Chinese President Xi Jinping while also demanding that Beijing increase pressure on North Korea over its nuclear program and to change trade practices to make them more favorable to the United States. The  national security strategy, to be rolled out in a speech by Trump, should not be seen as an attempt to contain China but rather to offer a clear-eyed look at the challenges China poses, said the officials, who spoke on condition of anonymity. The strategy, which was still being drafted, may also reverse Democratic President Barack Obamaâ€™s declaration in September 2016 that climate change is a threat to security, one official said. Trump, a Republican, is to lay out his foreign policy priorities, and will emphasize his commitment to â€œAmerica Firstâ€ policies such as building up the U.S. military, confronting Islamist militants and realigning trade relationships to make the United States more competitive, the officials said. ",politicsNews
Factbox: Trump on Twitter (December 15) - Quantico,"The following statementsÂ were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own.Â Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! [1235 EST] - You are always there for us â€“ THE MEN AND WOMEN IN BLUE. Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM [1428 EST] - Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico, Virginia. I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you!  [1658 EST]  - DOW, S&P 500 and NASDAQ close at record highs! #MAGA [1900 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews
Republican tax bill retains U.S. electric vehicle tax credit,"WASHINGTON (Reuters) - A compromise Republican tax bill released late Friday does not eliminate a $7,500 electric vehicle tax credit as Republicans in the U.S. House of Representatives had previously proposed. The measure follows the lead of the Senate version approved last month that did not eliminate the credit. Killing the credit could have hurt automakers like General Motors Co (GM.N), Volkswagen AG (VOWG_p.DE), Tesla Inc (TSLA.O) and Nissan Motor Co (7201.T). Consumers under current law are eligible for a $7,500 tax credit to defray the cost of plug-in electric vehicles. The electric vehicle tax credit starts to phase out after a manufacturer sells 200,000 plug-in vehicles. After an automaker hits that point, the $7,500 tax credit is still available for at least three more months before phasing out.  Consumers are currently allowed to take the credit on vehicles until the manufacturer hits 200,000 plug-in vehicles sold. Electric vehicles have expensive batteries that make them pricier than gasoline-powered vehicles. The Electric Drive Transportation Association said in a statement late Friday it was pleased the credit would remain in law. â€œThe credit supports innovation and job creation while helping drivers access advanced vehicle technology,â€ the group said. More than 50 automakers and other companies and groups released a letter earlier this week urging Congress to retain the credit, including Ford Motor Co (F.N), BMW AG (BMWG.DE), GM, Uber Technologies Inc. Former President Barack Obama repeatedly proposed hiking the tax credit for electric vehicles to $10,000 and converting it to a point-of-sale rebate, but Congress did not approve the measure. Automakers face mandates from California and a dozen other states to produce a rising number of zero-emission vehicles and have said the credits are essential to meeting requirements. ",politicsNews
Attorney General Sessions has lukewarm praise for FBI after Trump attack,"WASHINGTON (Reuters) - U.S. Attorney General Jeff Sessions, who oversees the Federal Bureau of Investigation, on Friday offered a tepid endorsement of the nationâ€™s leading law enforcement agency, which has been under attack by President Donald Trump and other Republicans. Trump said earlier this month that the FBIâ€™s reputation was in â€œtattersâ€ after news came to light that an FBI agent on a team investigating links between Russia and Trumpâ€™s election campaign had exchanged anti-Trump text messages with an FBI lawyer.     Sessions on Friday defended the bureau, which is part of the Department of Justice that he leads, but it was not an enthusiastic endorsement. â€œI donâ€™t share the view that the FBI is not functioning at a high level all over the country,â€ he told a news conference. Sessionsâ€™ comments came at a time when former FBI director Robert Mueller is leading an investigation into Russian interference in the 2016 presidential election. A sampling of texts between agent Peter Strzok and FBI lawyer Lisa Page was released to Congress and the media earlier this week. The two referred to Trump as an â€œidiot,â€ but also took aim at other politicians, including Democrat Hillary Clinton, who lost to Trump in the 2016 election, and independent Bernie Sanders, who had sought the Democratic nomination for president. Strzok was transferred off Muellerâ€™s team, but the texts provided fresh fodder for some Republicans who have fiercely criticized Mueller in a move that Democrats say is an effort to discredit his Russia investigation. Russia has denied meddling in the 2016 election, and Trump has repeatedly said his campaign did not collude with Russia.         Sessions is the latest senior official to defend the FBI. His comments were much milder than those of FBI Director Christopher Wray and Deputy Attorney General Rod Rosenstein in recent testimony to Congress. Sessions said Trump does support the FBI and noted that Trump spoke earlier on Friday to a class of domestic and international law enforcement managers graduating from an FBI training program in Quantico, Virginia. However, the audience did not consist of FBI agents, and Trumpâ€™s speech was to local and state police officers. Sessions also ducked a question about whether he will appoint a second special counsel to investigate some of the bias allegations against Muellerâ€™s team, as some Republicans have demanded. ",politicsNews
Senate Democrats to force vote on FCC net neutrality repeal,"WASHINGTON (Reuters) - The top U.S. Senate Democrat said on Friday he would force a vote on the Federal Communications Commissionâ€™s decision to repeal landmark net neutrality rules, but the move was unlikely to block a ruling that could reshape the digital landscape. The FCC voted Thursday along party lines to reverse the Obama era rules barring internet service providers from blocking or throttling internet traffic, or offering paid fast lanes. A group of state attorneys general vowed to sue. On Friday, Senator Charles Schumer of New York said he would force a vote on the FCC action under the Congressional Review Act. Republicans scuttled internet privacy rules adopted under the Obama administration using the same procedural vehicle. â€œThere will be a vote to repeal the rule that the FCC passed. Itâ€™s in our power to do that,â€ Schumer said in New York. â€œSometimes we donâ€™t like them, when they used it to repeal some of the pro environmental regulations, but now we can use the CRA to our benefit and we intend to.â€ Senate Majority Leader Mitch McConnell opposes Schumerâ€™s effort and backed the FCC repeal, a spokesman for the Republican said Friday. A reversal of Thursdayâ€™s FCC vote would need the approval of the Senate, U.S. House and President Donald Trump. Trump also backed the FCC action, the White House said Thursday. This weekâ€™s FCC order grants internet providers sweeping new powers to block, throttle or discriminate among internet content, but requires public disclosure of those practices. Internet providers have vowed not to change how consumers get online content. The FCC rules also seek to bar states from imposing their own net neutrality requirements. The FCC said the rules would take effect once the White House Office of Management and Budget approved the new transparency rules, which could take several months. Democrats say net neutrality is essential to protect consumers, while Republicans say the rules hindered investment by providers and were not needed. Moodyâ€™s Investors Service said in a note Friday the FCC vote was â€œcredit positiveâ€ for internet service providers that could have faced rate regulation under the 2015 rules that would have treated them like public utilities. Moodyâ€™s said providers â€œwill tread lightly when it comes to engaging in paid prioritization and throttling, as there could be significant negative public reaction to these acts.â€ Moodyâ€™s said â€œat least in the near term, the cost of negative publicity on their existing businesses far outweighs the benefit of additional revenue streams these companies can generate from paid prioritization agreements.â€ ",politicsNews
"U.S. lawmaker probed on sex reports, second congressman denies charges","WASHINGTON (Reuters) - The U.S. House of Representatives Ethics Committee said on Friday it had begun an investigation into public reports that Democrat Ruben Kihuen engaged in sexual harassment, and a second lawmaker denied a former aideâ€™s allegations of sexual misconduct. The ethics panel said that announcing the probe was not a sign the committee already had determined the Nevada representative violated any rules. â€œAs Iâ€™ve said previously, I intend to fully cooperate, and I welcome an opportunity to clear my name,â€ said Kihuen in a statement provided to Reuters. The news website Buzzfeed has reported that Kihuen, currently finishing his first year in Congress, harassed a staff member on his 2016 political campaign, and on Thursday there were multiple reports of an anonymous lobbyistâ€™s description of his unwanted advances. Reuters has not independently confirmed the reports. Lawmakers from both U.S. political parties have recently been ensnared in allegations of sexual misconduct, prompting the committee to launch a probe this month of all House members and their staffs. On Friday a second Democratic congressman, Bobby Scott of Virginia, was accused by former legislative aide Macherie Reese Everton of touching her leg and back without permission in 2013 and offering to advance her career in exchange for sex and said she was wrongfully dismissed from her job. Scott, who has served 25 years in Congress, rejected  Evertonâ€™s charges and said he had never sexually harassed anyone.  â€œI absolutely deny this allegation of misconduct,â€ he said in a statement. â€œI am confident that this false allegation will be seen for what it is when the facts are adequately reviewed.â€ Reuters has not independently verified the claims.  This week Republican Representative Blake Farenthold said  he would not seek re-election after accounts surfaced that he created a hostile work environment. In a Facebook post, Farenthold denied allegations of sexual harassment by former staff members but admitted he allowed an unprofessional culture to flourish in his Capitol Hill office. Members of Congress are working on legislation to update the bodyâ€™s rules on sexual harassment. Representative Carolyn Maloney said she will introduce a bill on Friday that says companies cannot block sexual harassment victims from publicly disclosing the details of their allegations, which often are included in settlement agreements. Allegations of misconduct in recent weeks have also been made against movie-makers, television interviewers and other men in the private sector. ",politicsNews
Republicans join push to lift secrecy around misconduct in Congress,"WASHINGTON (Reuters) - Prominent Republican senators on Thursday embraced a push to overhaul rules for addressing sexual harassment in the U.S. Congress, signing on to a bill that would protect victims and require lawmakers to pay for their own settlements. The legislation builds on demands to lift the veil of secrecy around sexual harassment and misconduct on Capitol Hill, and has gained steam in recent months as a wave of women have come forward with accusations against prominent American men in politics, media and entertainment. The bipartisan push signaled momentum in the Republican-led U.S. Congress for overhauling a process for handling misconduct allegations that many lawmakers say is antiquated and stacked against victims. The Senate bill, called the Congressional Harassment Reform Act, draws from proposals that Senator Kirsten Gillibrand and Representative Jackie Speier, both Democrats, have been developing. â€œCongress is really behind the eight-ball. I think that, in many respects, the private sector has acted more swiftly than we have in terms of addressing sexual harassment,â€ Speier said in an interview. High-profile Republican senators co-sponsoring the bill include John Cornyn, the Senateâ€™s No. 2 Republican; Ted Cruz; Joni Ernst and Lisa Murkowski. The legislation would require any member of Congress found liable for harassment to pay settlements themselves, rather than with taxpayer funds, as the current process allows. â€œCongress is not above the laws, and secret settlements with taxpayer money to cover up harassment should no longer be tolerated,â€ Cruz said in a statement. Settlements would be made public automatically unless victims choose to keep them private. Outrage over sexual misconduct in politics helped to fuel an upset victory by Democrat Doug Jones in the U.S. Senate race in deeply conservative Alabama on Tuesday. Voters rejected the Republican candidate in the race, Roy Moore, who had been accused by multiple women of pursuing them when they were teenagers and he was in his 30s, including one woman who said he tried to initiate sexual contact with her when she was 14. Moore denied the allegations but many prominent Republicans distanced themselves from Moore, although President Donald Trump backed him. In Washington, allegations of sexual misconduct prompted the resignations last week of three lawmakers - Democratic Senator Al Franken, Democratic Representative John Conyers and Republican Representative Trent Franks. On Tuesday, Republican Representative Blake Farenthold said he would not seek re-election in November. Politico reported that the congressional Office of Compliance had paid $84,000 from a public fund on behalf of Farenthold to settle a sexual harassment claim in 2015. Reuters has been unable to verify the allegations against Farenthold, who has said that the charges were false and has denied wrongdoing. The 1995 law governing the process for complaints in Congress - created in the wake of a harassment scandal - has been criticized as ineffective. The lengthy and cumbersome process requires victims to go through mandatory mediation and requires complete secrecy. â€œIt created a protective blanket around the harasser and left the victim out in the cold,â€ Speier said. Speier, who has worked on the issue since 2014, came forward in October with her own story of unwanted sexual contact from the chief of staff for the lawmaker she worked for as a congressional aide. â€œHe kissed me and stuck his tongue in my mouth,â€ said Speier, who has become a resource from women seeking advice on how to handle similar situations. â€œWhen it happened to me, it disgusted me. I kind of recoiled.â€ Speierâ€™s proposals for reforms have attracted support from more than 100 members, including 19 Republicans. A group of conservative Republicans have championed a separate bill focused on banning the use of taxpayer dollars for settlements, and requiring past settlements to be disclosed and reimbursed. â€œWhat we do agree is that taxpayers should not be on the hook for misbehavior and for those settlements that are made,â€ said Marsha Blackburn, a Republican representative who has advocated for the proposal. â€œWe need to use that to make certain that workplaces are respectful,â€ Blackburn said in an interview. A House committee is reviewing reforms with an eye to making recommendations in coming weeks. â€œI think that what we are doing is taking the best of all the ideas out there and putting them into one package,â€ a senior House Republican aide said.    ",politicsNews
